beer_text,brewery,beer
"beer kind: IPA - New England / Hazy |description: New England IPA, 17° Plato, 6.6% ABV. Moderní, hustá, krémová, robustní, světlá, zakalená a chmelem saturovaná NEIPA s obrovským množstvím chmelů Idaho 7, Citra, Motueka a Nectaronu v kombinaci s českými Saturn a Juno. Aroma zralých peckovin, manga, čerstvého pomerančového džusu s nádechem konopí.Modern, thick, creamy, robust, pale, murky NEIPA saturated with Idaho 7, Citra, Motueka, Nectaron, Saturn and Juno hops gives you layers upon layers of ripe stone fruit, mango and fresh orange juice with a touch of dankness. |ABV: 6.6 |IBU: N/A |rating: 4.02",Sibeeria Brewery,Hungover Sniper
"beer kind: Sour - Smoothie / Pastry |description: Pastry Sour Ale, 22° Plato, 6.7% ABV. Mohlo by být pivo ještě ovocnější, než naše dvě předchozí Yummy? Navýšili jsme množství ovoce a ovesných vloček a navíc přidali slušnou dávku mexické vanilky. Teď opravdu obsahuje více šťávy než piva. Zážitek začíná explozí manga, následuje příjemná vlna meruněk a končí osvěžujícím charakterem ovocného koláče. Jakmile se jednou napijete, je těžké přestat - takže buďte opatrní, protože po tomto zdravém začátku dne nebudete moct jít do práce.Could it get more fruity than our previous Yummy? Sure it does. This time we bumped up the amount of fruit, flaked oats and added a decent dose of Mexican vanilla. Now really more juice than beer, it starts with explosion of mango chased by a pleasant wave of apricots with refreshingly tart finish. After you have a sip it is difficult to stop, so be careful because you won’t go to work after this healthy start of the day. |ABV: 6.7 |IBU: 10 |rating: 4.02",Sibeeria Brewery,Yummy Mango with Apricot
beer kind: Lambic - Gueuze |description:  |ABV: 5.0 |IBU: N/A |rating: 4.37,Huisstekerij H.ertie,Cuvee Pajottenland (2019)
"beer kind: Stout - Imperial / Double |description: The biggest Imperial Stout we’ve brewed to date! Huge amount of roasted malts, protein malts and a production time of almost 18 hours in the brewhouse ? It was then fermented with a blend of our two favorite ESB strains and aged in super rare vanilla bourbon barrels for more than 23 months. Pure decadence! ???⁣ |ABV: 12.5 |IBU: N/A |rating: 4.28",FrauGruber Brewing,5th Anniversary Imperial Stout
"beer kind: IPA - Triple New England / Hazy |description: truck fonald dump. We used an insanely large amount of hops again, but switched the hopbill. The 2nd Wave Edition of TEST | TRACE | ISOLATE is packed with tons of Simcoe, Simcoe Cryo, Citra and our favourite 2020 variety Talus aka HBC 692 from Yakima Chief HopsMixed fermentation with 3 different yeast strains plus oats plus wheat in the malt bill and a well hidden Abv of 9.6%... Expect great tropical juice flavours, a pillow-like mouthfeel and a dangerous drinkability. And yes - we have added the Corona quick test to the label, can you smell it? #testtraceisolate #stayathome #stayhoppy |ABV: 9.6 |IBU: N/A |rating: 4.26",ATELIER VRAI,TEST TRACE ISOLATE | 2nd Wave edition | pandemic series 4/6
"beer kind: IPA - Imperial / Double New England / Hazy |description: Commotio CordisIPA – Imperial / Double New England / Hazy8,0% - N/A IBUDouble dry hopped Hazy Double IPA with Nelson, Motueka, Rakau, Citra.Collaboration with friends and masters of the haze from Montréal, Canada.Contains barley, wheat, oat |ABV: 8.0 |IBU: N/A |rating: 4.23",Sudden Death Brewing Co.,Commotio Cordis
"beer kind: Sour - Fruited |description: NICHE PEACH CONNOISSEUR 5000 – Imperial Fruit Sour – 8,0%Niche Peach Connoisseur 5000 continues our series of giant totalitarian robots imposing themselves on us puny humans! We conditioned this colossus on a whopping 500 g. / L of peach, mirabelle plum, and apricot purée and concentrate. We then tamed this stonefruit brute with an an inkling of vanilla and sea salt, smoothing it out. The result is a golden orange treat with a slight yellow head. Pure nectar, limited quantities.  |ABV: 6.0 |IBU: N/A |rating: 4.23",Sudden Death Brewing Co.,Niche Peach Connoisseur 5000
beer kind: IPA - Triple New England / Hazy |description: SHARING IS CARINGhttps://www.youtube.com/watch?v=ncaNlxvTFzg       Hops: Citra T90 | Citra Cryo | Idaho 7 Cryo   Yeast: Special blend with our 3 favourite yeaststrainsP.S. Did you smell the pine needles from the can label? Feel free to left a message in the comment section!  |ABV: 9.5 |IBU: 44 |rating: 4.23,ATELIER VRAI,TEST TRACE ISOLATE | pandemic series 4/6
"beer kind: Sour - Fruited |description: LAVA BLAST CANNON – Imperial Fruit Sour – 8,0% And many a fire there burns beneath the ground.Lava Blast Cannon is our Imperial Sour base conditioned on a 375 g. / L of strawberry, rhubarb, and lemon purée and concentrate. We then seasoned this jammy delight with a dash of vanilla and sea salt, pie-ing it up like Grandma would.The result is a pinkish red goodie with a light white head. It’s wholesome and comforting. Liquid nostalgia.*CONTAINS LACTOSE* |ABV: 8.0 |IBU: N/A |rating: 4.18",Sudden Death Brewing Co.,Lava Blast Cannon
"beer kind: IPA - Triple New England / Hazy |description: Fill out the chart, stick it on your bathroom mirror, take a photo and tag us on instagram. Then scan the QR Code and dance to the beats of Celestino, one of our  favourite DJs in Frankfurt:soundcloud.com/celestinobr/sets/supportlocal |ABV: 9.5 |IBU: N/A |rating: 4.18",ATELIER VRAI,OPEN SESAME. | pommes & disco series 5/5
beer kind: Sour - Fruited |description: Follows... |ABV: 6.0 |IBU: N/A |rating: 4.17,Sudden Death Brewing Co.,Doggo´s Delight
"beer kind: Sour - Fruited |description: GHASTLY SWAMP VISIONSFruit Sour – 6% Ridden with the stench of death, harrowing hallucinations blur my eyes, as I take my last breath… Ghastly Swamp Visions is our Fruit Sour base conditioned on 400 g. / L of blueberry, blackberry, blackcurrant, and lemon purée and concentrate. We then deliquesced cinnamon, vanilla, and sea salt into this aqueous murk, giving an otherworldly phantasmal rise to this sweet and sour dark fuchsia concoction from the bog. We hope you enjoy our last Fruit Sour of the year. More to come in 2024… |ABV: 6.0 |IBU: N/A |rating: 4.17",Sudden Death Brewing Co.,Ghastly Swamp Visions
"beer kind: IPA - Triple New England / Hazy |description: TDH TIPA - Dry hopped with Citra, Eggers Nelson and Eggers Riwaka.Thick, juicy, sticky, syrupy, and packed to bursting point with incredible flavour — this is a MASSIVE beer. It’s heavy with intense aromas of honey, pineapple, Sour Patch Kids, nectarine, and passion fruit. The flavours are full: sticky, overripe mango, orange zest, cotton candy, a hint of kush, balancing, salty liquorice and a beautifully stick-to-your-teeth dry finish. It fizzes, pops, and bursts on your tongue like a firework — its flavours exploding across your senses with a finish that lasts longer than a performance of Faust. DO NOT MISS IT! |ABV: 10.0 |IBU: N/A |rating: 4.17",FUERST WIACEK Berlin,Skulls and Palms
beer kind: Stout - Imperial / Double |description: Barrel Aged Imperial Stout  |ABV: 13.8 |IBU: N/A |rating: 4.17,FrauGruber Brewing,Phantom Lord
beer kind: Lambic - Gueuze |description: Blend of Barrel Aged Alvinne Chain Reaction and Lambic from 2013 & 2014. Bottled on 05/06/2019. |ABV: 5.5 |IBU: N/A |rating: 4.17,Huisstekerij H.ertie,Chain Reaction
beer kind: Stout - Imperial / Double |description: Follows... |ABV: 12.0 |IBU: N/A |rating: 4.16,Sudden Death Brewing Co.,Dread Moon Cove
"beer kind: IPA - Triple New England / Hazy |description: Powerful Triple IPA with the who's who of the hop world. Hops: Talus, Strata, Mosaic BBC, Mosaic Lupomax, Citra BBC, Citra IncognitoMalts: Barley, wheat, oat. |ABV: 10.2 |IBU: N/A |rating: 4.16",BrewHeart,Talus of Mystery and Imagination (2021)
"beer kind: IPA - Triple New England / Hazy |description: Juicy, hazy, and rich Triple IPA.Featuring some of our favorite hops: Nectaron, Strata, Citra, and Simcoe. Malts: barley, wheat, oat. |ABV: 10.0 |IBU: N/A |rating: 4.16",BrewHeart,Snoop Hopp
"beer kind: IPA - Triple New England / Hazy |description: TIPA – Dry hopped with Strata, Motueka & Citra. |ABV: 10.0 |IBU: N/A |rating: 4.16",FUERST WIACEK Berlin,Time Collapse
"beer kind: IPA - Imperial / Double New England / Hazy |description: DDH DIPA – Dry hopped with Citra, Motueka & Galaxy |ABV: 8.0 |IBU: N/A |rating: 4.16",FUERST WIACEK Berlin,Hopsicle
"beer kind: Sour - Fruited |description: Space Doom VacuumSmoothie Sour – 6,0% The Primeval One. Our ‘Big Bang’ Sour. Space Doom Vacuum cemented our standing as one of the top fruit sour brewers in Europe. This fruit bomb was conditioned on a whopping 500 g. / L of blackcurrant, sweet cherry, and sour cherry purée and concentrate, and rounded out with vanilla and sea salt. Still fresh, luxurious, and flavourful as ever. Get it while you can! |ABV: 6.0 |IBU: N/A |rating: 4.16",Sudden Death Brewing Co.,Space Doom Vacuum
beer kind: Lambic - Fruit |description: Lambic with Quinces |ABV: 5.0 |IBU: N/A |rating: 4.16,Huisstekerij H.ertie,Kweepeer
"beer kind: IPA - Imperial / Double New England / Hazy |description: Holy Diver @somabeer collabTDH Double IPA w/ Citra, Motueka, Simcoe, Sabro – 8,5%We’re proud to present our after-birthday collab 2 / 2 with none other than Humulus Lupulus (hop) evangelists@somabeer.A SOMA-style base with Sudden Death-style hopping, Holy Diver was heavily triple dry hopped with a 2:2:1 ratio of ourselected Citra, right-on-the-plane @freestylehops CY25 Motueka (thanks again Joe!), and our selected Simcoe. It was thenblessed with dab of advanced Sabro hop products to elevate the whole to a higher place, bestowing this hop congregationwith the most marvelous bouquet of sweet citrus and tropical fruit.Dense cream yellow and saturated with hop devotion to the very last milliliter, prayers have been answered – juice for themasses, juice for the believers!hop varieties / products: selected Citra (T-90, Cryo), Motueka (T-90, SubZero Hop Kief), selected Simcoe T-90, Sabro(DynaBoost, HyperBoost |ABV: 8.5 |IBU: N/A |rating: 4.15",Sudden Death Brewing Co.,Holy Diver
beer kind: IPA - Triple New England / Hazy |description: Select and Citra BBC |ABV: 10.0 |IBU: N/A |rating: 4.15,FrauGruber Brewing,SuperSoul
"beer kind: Sour - Smoothie / Pastry |description: Heavily fruited Smoothie Sour with blackcurrant, sweet cherry, sour cherry.Please keep cold and gently roll can before pouring.Contains barley, wheat, oats, lactose. |ABV: 5.0 |IBU: N/A |rating: 4.15",Sudden Death Brewing Co.,Space Doom Vacuum (2026)
beer kind: Stout - Imperial / Double |description: Imperial stout aged in cherry brandy barrels |ABV: 13.8 |IBU: N/A |rating: 4.14,FrauGruber Brewing,Voodoo Priest
"beer kind: IPA - Triple |description: Let´s order a Pizza - TIPA 10%Hops: Citra BBC, Galaxy, Amarillo BBC, Centenial BBC |ABV: 10.0 |IBU: N/A |rating: 4.14",Sudden Death Brewing Co.,Let´s Order A Pizza
beer kind: Lambic - Traditional |description: botteldatum 15-03-13blend van een Belgisch bier uit een abdij & oude en jonge Lambik |ABV: 5.5 |IBU: N/A |rating: 4.14,Huisstekerij H.ertie,Lambik Ohrwal
"beer kind: IPA - Triple |description: Hey you don't be lateTill death do us party right here on Crystal Lake It’s Friday my Dudes - TIPA 10%Whirlpool: Mosaic BBCDry Hop: Vic Secret, Talus, Mosaic BBC and Simcoe Cryo  |ABV: 10.0 |IBU: N/A |rating: 4.14",Sudden Death Brewing Co.,It's Friday My Dudes
"beer kind: Stout - Imperial / Double |description: Imperial Stout – 13,4%‘Great fires rage outside of this wooded sanctuaryThe embers of the ceremonial fire burn to ashI am alone here no more…’A first for us in many ways.A velvety and decadent Imperial Stout conditioned on a mountain of Italian pistachios, Tahitian vanilla beans, and fine British sea salt.Shout out to our pub kitchen team for helping us roast trays upon trays of nuts!October pre-release available exclusively on tap and in can for takeaway at Brewed Festival only. |ABV: 13.4 |IBU: N/A |rating: 4.14",Sudden Death Brewing Co.,The Magic Rites At Midnight
beer kind: Stout - Imperial / Double Pastry |description: Imperial Stout with Coconut & Hazelnut |ABV: 12.0 |IBU: N/A |rating: 4.14,FUERST WIACEK Berlin,Diamonds
