nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text
4,5736971,Fehér Nyúl,Free Flow,Non-Alcoholic - IPA,https://untappd.com/b/feher-nyul-free-flow/5736971,0.4,N/A,3.32,512,03/04/24,"Ezt az alkoholmentes West Coast IPA-t Citra és Mosaic pellettel és a speckó Spectrum Citra kivonattal bolondítottuk meg, hogy az IPA jól megszokott jellemzőit megőrizhessük nektek. This N/A West Coast IPA has been spiced up with Citra and Mosaic hop pellets and we added the special Spectrum Citra extract too, to maintain the familiar characteristics of an IPA. "
5,6348848,HORIZONT Brewing,Naked Bastard,Non-Alcoholic - IPA,https://untappd.com/b/horizont-brewing-naked-bastard/6348848,0.5,N/A,3.3,187,07/22/25,"Visszatért az első Horizont alkoholmentes IPA – új név, új dizájn, még finomabb recept!Ez a sör kompromisszumok nélküli kraft élmény: friss, komlós, könnyed, mégis karakteres. A Simcoe, Amarillo, Mosaic és Columbus komlók már a doboz nyitásakor éreztetik hatásukat. Telt kortyérzet, hosszú citrusos-gyantás lecsengés – pont, mint egy valódi IPA.--Our alcohol-free IPA is back with a new name, fresh look, and even better recipe. Simcoe, Amarillo, Mosaic & Columbus bring bold hop aromas, citrusy-resinous finish, and full IPA character – without the alcohol. Just 29 kcal/100 ml – perfect post-workout or anytime you crave craft flavor guilt-free. "
0,5459918,Szent András Sörfőzde,Majdnem Pilsner,Non-Alcoholic - Lager,https://untappd.com/b/szent-andras-sorfozde-majdnem-pilsner/5459918,0.0,30,3.23,346,07/26/23,"Ha sportolsz, vezetsz, vagy csak nem fogyasztasz alkoholt, akkor sem kell lemondanod a minőségi sörözés élményéről, hiszen 30 évnyi szakértelem és megannyi kísérlet eredményét tartod a kezedben. Egy markánsan komlózott pilsnert, vagyis majdnem azt Hogy milyen egy MAJDNEM PILSNER kisüzemi értelmezésben? Egy kompromisszummentes sörélmény, amit a pilzeni típusú sörökre jellemző komlósabb ízek és a kellemes malátás test tesz különlegessé, csupán alkohol nélkül. "
1,3736680,Dreher Sörgyárak,Dreher 24 Vörös Sör,Non-Alcoholic - Lager,https://untappd.com/b/dreher-sorgyarak-dreher-24-voros-sor/3736680,0.5,N/A,2.9,248,03/31/20,"Egy gazdag ízvilágú, kellemesen karakteres, alkoholmentes sör, pörkölt malátás aromával, amivel az igazi sör ízt élvezhetem bárhol, bármikor. "
2,5111427,Soproni Sörgyár (Heineken Hungária),Soproni 0.0% Alkoholmentes,Non-Alcoholic - Lager,https://untappd.com/b/soproni-sorgyar-heineken-hungaria-soproni-0-0-alkoholmentes/5111427,0.0,N/A,2.89,466,11/10/22, 
3,654855,Pécsi Sörfőzde,Szalon Alkoholmentes,Non-Alcoholic - Lager,https://untappd.com/b/pecsi-sorfozde-szalon-alkoholmentes/654855,0.5,17,2.79,544,04/20/14, 
4,217432,Soproni Sörgyár (Heineken Hungária),Soproni Szűz,Non-Alcoholic - Lager,https://untappd.com/b/soproni-sorgyar-heineken-hungaria-soproni-szuz/217432,0.0,N/A,2.79,497,08/19/12, 
5,198216,Dreher Sörgyárak,Dreher 24,Non-Alcoholic - Lager,https://untappd.com/b/dreher-sorgyarak-dreher-24/198216,0.5,N/A,2.49,1540,07/10/12, 
0,1567810,Dreher Sörgyárak,Dreher 24 Lime-málna,Non-Alcoholic - Other Beer,https://untappd.com/b/dreher-sorgyarak-dreher-24-lime-malna/1567810,0.3,N/A,3.19,154,05/22/16, 
0,5597149,Szent András Sörfőzde,Majdnem Stout,Non-Alcoholic - Porter / Stout,https://untappd.com/b/szent-andras-sorfozde-majdnem-stout/5597149,0.0,N/A,3.35,235,11/08/23,"Ha sportolsz, vezetsz, vagy csak nem fogyasztasz alkoholt, akkor sem kell lemondanod a minőségi sörözés élményéről, hiszen 30 évnyi szakértelem és megannyi kísérlet eredményét tartod a kezedben. Egy összetett malátázású, markáns stoutot, vagyis majdnem azt. Hogy milyen egy MAJDNEM STOUT kisüzemi értelmezésben? Egy kompromisszummentes sörélmény, amit az étcsokoládés, füstös és krémesen kávés ízkarakterek tesznek különlegessé, csupán alkohol nélkül. "
0,6070310,Pécsi Sörfőzde,Pécsi Radler Alkoholmentes Mangó,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/pecsi-sorfozde-pecsi-radler-alkoholmentes-mango/6070310,0.0,N/A,3.54,174,11/23/24, 
1,4413143,Pécsi Sörfőzde,Pécsi Radler Citrom Alkoholmentes,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/pecsi-sorfozde-pecsi-radler-citrom-alkoholmentes/4413143,0.0,N/A,3.32,185,07/16/21, 
2,4938473,Pécsi Sörfőzde,BE(er) Cool Citrom,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/pecsi-sorfozde-be-er-cool-citrom/4938473,0.0,N/A,3.31,210,07/19/22,A blend of non-alcoholic beer and lemon soft drink. 
3,4939640,Pécsi Sörfőzde,BE(er) Cool Meggy,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/pecsi-sorfozde-be-er-cool-meggy/4939640,0.0,N/A,3.28,289,07/20/22,A blend of non-alcoholic beer and sour cherry soft drink. 
4,6202205,Borsodi Sörgyár,"Borsodi Friss 0,0% Gránátalma-Meggy Koffeinnel",Non-Alcoholic - Shandy / Radler,https://untappd.com/b/borsodi-sorgyar-borsodi-friss-0-0-granatalma-meggy-koffeinnel/6202205,0.0,N/A,3.26,162,03/23/25, 
5,1561494,Pécsi Sörfőzde,Pécsi Radler Alkoholmentes Meggy,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/pecsi-sorfozde-pecsi-radler-meggy-kontroll-0-0/1561494,0.0,N/A,3.24,390,05/19/16, 
6,862511,Borsodi Sörgyár,"Friss 0,0% Grapefruit",Non-Alcoholic - Shandy / Radler,https://untappd.com/b/borsodi-sorgyar-borsodi-friss-grapefruit-zero/862511,0.0,N/A,3.21,229,11/01/14,Grapefruitos ital és alkoholmentes világos sör keveréke cukorral és édesítőszerekkel. 
7,3747774,Soproni Sörgyár (Heineken Hungária),Soproni Dark Radler 0.0% Citrom,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/soproni-sorgyar-heineken-hungaria-soproni-dark-radler-0-0-citrom/3747774,0.0,N/A,3.2,335,04/11/20, 
8,99277,Pécsi Sörfőzde,Pécsi Radler Alkoholmentes Bodza,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/pecsi-sorfozde-radler-bodza/99277,0.0,N/A,3.18,584,11/16/11, 
9,5441687,Lidl Magyarország,"Argus Radler Mango 0,0%",Non-Alcoholic - Shandy / Radler,https://untappd.com/b/lidl-magyarorszag-argus-radler-mango-0-0/5441687,0.0,N/A,3.18,245,07/13/23,"60% mangós szénsavas üdítöital, 40% alkoholmentes sör. "
10,4213857,Borsodi Sörgyár,Borsodi Friss Zero Körte Alma,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/borsodi-sorgyar-borsodi-friss-zero-korte-alma/4213857,0.0,N/A,3.15,350,03/10/21,"Fruity peach-apple non-alcoholic shandy/ radler. The peach flavour is dominant. Light, refreshing, fruity, aromatic radler. "
11,5301271,Soproni Sörgyár (Heineken Hungária),"Soproni Radler 0,0% Körte-Citrom",Non-Alcoholic - Shandy / Radler,https://untappd.com/b/soproni-sorgyar-heineken-hungaria-soproni-radler-0-0-korte-citrom/5301271,0.0,N/A,3.14,440,04/03/23, 
12,6200038,Dreher Sörgyárak,Dreher 24 Hydrate - Mangó-Citrom,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/dreher-sorgyarak-dreher-24-hydrate-mango-citrom/6200038,0.0,N/A,3.14,394,03/22/25,"A Dreher 24 Hydrate Mangó-Citrom nem csak felfrissít egzotikus, édes mégis citrusos ízvilágával, de speciális összetétele segít a hidratálásban. A benne lévő szénhidrát-elektrolit oldatok fokozzák a víz felszívódását fizikai aktivitás során. Tökéletes választás forró nyári napokon, intenzív mozgáshoz és aktív kikapcsolódáshoz. "
13,5762764,Borsodi Sörgyár,Friss Mangó & Maracuja,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/borsodi-sorgyar-friss-mango-and-maracuja/5762764,0.0,N/A,3.13,277,03/24/24,"Borsodi Friss Mangó-maracuja 0,0%0,0% alkohol, 100% felfrissülés - ez a Borsodi Friss, egy könnyed láger sör és üdítő gyümölcslé keveréke, kizárólag természetes forrásból származó összetevőkkel! Minőségi választás azoknak, akik inspiráló élményekkel teli mindennapokra szomjaznak. Alacsony kalóriatartalmú ízváltozatokban is "
14,390062,Borsodi Sörgyár,"Friss 0,0% Citrom",Non-Alcoholic - Shandy / Radler,https://untappd.com/b/borsodi-sorgyar-borsodi-friss-zero-citrom/390062,0.0,N/A,3.12,377,06/22/13,"0,0% alkohol, 100% felfrissülés – a megújult Friss 0,0% gyümölcsös üdítőital, és alkoholmentes malátaital keveréke, természetesen frissítő ízzel! Minőségi választás azoknak, akik inspiráló élményekkel teli mindennapokra szomjaznak. Ilyen például az alkoholmentes, citrom ízesítésű Friss. Mikor érdemes pattintani? Bármikor, amikor megkívánsz egy üdítően fanyar ízt a nyári kánikulában. Persze, ha télen is ez dob fel, nem fogunk visszatartani. Legyen az vízparti kikapcsolódás, baráti összejövetel vagy egy laza délután a kertben, az alkoholmentes Friss 0,0% üdítő kísérője lesz az alkalomnak. Friss 0,0% - a felfrissülésre vágyó örök felfedezők tökéletes választása. "
15,619360,Soproni Sörgyár (Heineken Hungária),Soproni 0.0% Radler Lime-menta,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/soproni-sorgyar-heineken-hungaria-soproni-0-0-radler-lime-menta/619360,0.0,N/A,3.11,919,03/16/14,Az igazi gyümölcsből készült 0.0% alkoholtartalmú ital igazi felfrissülést nyújt a gyümölcsös sörök kedvelőinek. 
16,1513057,Soproni Sörgyár (Heineken Hungária),Soproni 0.0% Radler Bodza-Citrom,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/soproni-sorgyar-heineken-hungaria-soproni-0-0-radler-bodza-citrom/1513057,0.0,N/A,3.11,553,04/16/16,"Az igazi gyümölcsből készült 0.0% alkoholtartalmú ital igazi felfrissülést nyújt a gyümölcsös sörök kedvelőinek. A Soproni Radler Bodza-Citrom a természetes bodza és frissítő citrom keveréke, kiváló minőségű világos sörrel, mely nagyszerű választás a kikapcsolódáshoz. "
17,4726031,Borsodi Sörgyár,Friss 0.0% Ananász-Lime,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/borsodi-sorgyar-friss-0-0-ananasz-lime/4726031,0.0,N/A,3.11,314,02/22/22, 
18,4218846,Soproni Sörgyár (Heineken Hungária),"Soproni Radler 0,0% Feketeribizli-Lime",Non-Alcoholic - Shandy / Radler,https://untappd.com/b/soproni-sorgyar-heineken-hungaria-soproni-radler-0-0-feketeribizli-lime/4218846,0.0,N/A,3.1,567,03/13/21, 
19,4250665,Dreher Sörgyárak,"Kőbányai Citrom 0,0%",Non-Alcoholic - Shandy / Radler,https://untappd.com/b/dreher-sorgyarak-kobanyai-citrom-0-0/4250665,0.0,N/A,3.08,180,04/03/21,Alkoholmentes vilagos sör. 
20,1536415,Dreher Sörgyárak,Dreher 24 Pomelo-Grapefruit,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/dreher-sorgyarak-dreher-24-pomelo-grapefruit/1536415,0.0,N/A,3.07,454,05/01/16, 
21,5306382,Dreher Sörgyárak,Dreher 24 Lime-Menta,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/dreher-sorgyarak-dreher-24-lime-menta/5306382,0.0,N/A,3.06,573,04/07/23, 
22,6199883,Dreher Sörgyárak,Dreher 24 Hydrate - Licsi-Citrom,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/dreher-sorgyarak-dreher-24-hydrate-licsi-citrom/6199883,0.0,N/A,3.06,373,03/22/25,"A Dreher 24 Hydrate Licsi-Citrom nem csak felfrissít enyhén savanykás mégis édes ízvilágával, de speciális összetétele segít a hidratálásban. A benne lévő szénhidrát-elektrolit oldatok fokozzák a víz felszívódását fizikai aktivitás során. Tökéletes választás forró nyári napokon, intenzív mozgáshoz és aktív kikapcsolódáshoz. "
23,733130,Soproni Sörgyár (Heineken Hungária),Soproni 0.0% Radler Citrom,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/soproni-sorgyar-heineken-hungaria-soproni-0-0-radler-citrom/733130,0.0,N/A,3.03,727,07/03/14,"Az igazi gyümölcsből készült 0.0% alkoholtartalmú ital igazi felfrissülést nyújt a gyümölcsös sörök kedvelőinek. A Soproni Radler Citrom a természetes meggy és frissítő citrom keveréke, kiváló minőségű világos sörrel, mely nagyszerű választás a kikapcsolódáshoz.. "
24,2095442,Dreher Sörgyárak,Dreher 24 Citrom,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/dreher-sorgyarak-dreher-24-egzotikus-citrom/2095442,0.0,N/A,3.02,1187,05/15/17, 
25,3773781,Borsodi Sörgyár,Borsodi Friss Alkoholmentes Málna-áfonya,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/borsodi-sorgyar-borsodi-friss-alkoholmentes-malna-afonya/3773781,0.0,N/A,2.99,579,05/04/20, 
26,2029625,Soproni Sörgyár (Heineken Hungária),Soproni 0.0% Radler Meggy-Citrom,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/soproni-sorgyar-heineken-hungaria-soproni-0-0-radler-meggy-citrom/2029625,0.0,N/A,2.98,750,04/06/17,"Az igazi gyümölcsből készült 0.0% alkoholtartalmú ital igazi felfrissülést nyújt a gyümölcsös sörök kedvelőinek. A Soproni Radler Meggy-Citrom a természetes meggy és frissítő citrom keveréke, kiváló minőségű világos sörrel, mely nagyszerű választás a kikapcsolódáshoz. "
27,3165892,Dreher Sörgyárak,Dreher 24 Gránátalma,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/dreher-sorgyarak-dreher-24-granatalma/3165892,0.0,N/A,2.97,509,04/07/19, 
28,4726042,Borsodi Sörgyár,"Borsodi Friss 0,0% Görögdinnye-Eper",Non-Alcoholic - Shandy / Radler,https://untappd.com/b/borsodi-sorgyar-borsodi-friss-0-0-gorogdinnye-eper/4726042,0.0,N/A,2.97,458,02/22/22, 
29,3764522,Dreher Sörgyárak,Dreher 24 Meggy-Szeder,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/dreher-sorgyarak-dreher-24-meggy-szeder/3764522,0.0,N/A,2.92,774,04/26/20, 
30,5764009,Dreher Sörgyárak,Dreher 24 Málna,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/dreher-sorgyarak-dreher-24-malna/5764009,0.0,N/A,2.91,408,03/25/24, 
31,4792152,Dreher Sörgyárak,Dreher 24 Maracuja-Sárgadinnye,Non-Alcoholic - Shandy / Radler,https://untappd.com/b/dreher-sorgyarak-dreher-24-maracuja-sargadinnye/4792152,0.0,N/A,2.88,584,04/10/22, 
0,5924216,Szent András Sörfőzde,Majdnem Búza Citrusokkal,Non-Alcoholic - Wheat,https://untappd.com/b/szent-andras-sorfozde-majdnem-buza-citrusokkal/5924216,0.5,8,3.38,213,07/27/24,"Ha sportolsz, vezetsz, vagy csak nem fogyasztasz alkoholt, akkor sem kell lemondanod a minőségi sörözés élményéről, hiszen 30 évnyi szakértelem és megannyi kísérlet eredményét találod meg ebben a sörben. Egy izgalmas savgerinccel megálmodott citrusos berliner weisse búzasört, vagyis majdnem azt. Hogy milyen egy MAJDNEM CITRUSOS BÚZA kisüzemi értelmezésben? Egy kompromisszummentes sörélmény, amit a citrom, lime és bergamott frissessége, valamint a hozzáadott modern komlók tesznek különlegessé, csupán alkohol nélkül. "
0,4396773,Brew Your Mind,Better Before,Pale Ale - American,https://untappd.com/b/brew-your-mind-better-before/4396773,5.8,N/A,3.97,2151,07/05/21,"Human Experiment kísérleti szériánk Fourteen tagja annyira elnyerte tetszésünket, hogy bevesszük az ""állandó"" söreink közé. "
1,4206857,Brew Your Mind,Human Experiment FOURTEEN,Pale Ale - American,https://untappd.com/b/brew-your-mind-human-experiment-fourteen/4206857,5.6,N/A,3.92,259,03/05/21, 
2,2321815,Brew Your Mind,Yellow Haze - Amarillo,Pale Ale - American,https://untappd.com/b/brew-your-mind-yellow-haze-amarillo/2321815,5.5,N/A,3.87,332,10/03/17,"Our flagship NE inspired APA with Simcoe, Centennial and this time with Amarillo hops. "
3,3084382,Brew Your Mind,Yellow Haze - Citra,Pale Ale - American,https://untappd.com/b/brew-your-mind-yellow-haze-citra/3084382,5.5,N/A,3.81,179,02/16/19, 
4,5983964,Brew Your Mind,Yellow Haze Session,Pale Ale - American,https://untappd.com/b/brew-your-mind-yellow-haze-session/5983964,4.3,N/A,3.8,252,09/14/24,the lighter version of our american pale ale Yellow Haze 
5,2162238,Brew Your Mind,Yellow Haze Session (-2019),Pale Ale - American,https://untappd.com/b/brew-your-mind-yellow-haze-session-2019/2162238,4.5,N/A,3.8,226,06/25/17,"Session version of Yellow Haze. Everything stays the same, but the alcohol content is a bit lower. "
6,2630983,Brew Your Mind,Mystic Garden,Pale Ale - American,https://untappd.com/b/brew-your-mind-mystic-garden/2630983,5.5,N/A,3.78,262,05/03/18, 
7,4132541,Mad Scientist,Brain Fog,Pale Ale - American,https://untappd.com/b/mad-scientist-brain-fog/4132541,5.5,N/A,3.75,1327,01/07/21,DDH PALE ALEBrain Fog features the modern classic Citra hop in a relatively low ABV beer before we say farewell to this variety due to its Bitcoin-like price change. 
8,6384343,UGAR Brewery,Spectrum - Piece of My Heart,Pale Ale - American,https://untappd.com/b/ugar-brewery-spectrum-piece-of-my-heart/6384343,5.9,N/A,3.74,207,08/21/25,MOSAIC PALE ALEHops: mosaic in all forms 
9,817862,Csupor Craft Beer,Bunny Hop,Pale Ale - American,https://untappd.com/b/csupor-craft-beer-bunny-hop/817862,4.5,45,3.72,808,09/20/14,single hop citra american pale ale speciality beer with maple syrup and sugar cane 
10,2865845,Mad Scientist,Blackberry Smiggles,Pale Ale - American,https://untappd.com/b/mad-scientist-blackberry-smiggles/2865845,6.0,N/A,3.72,269,09/28/18,Blackberry cheesecake pale ale.  
11,5169294,Reketye Brewing Co.,Caribou,Pale Ale - American,https://untappd.com/b/reketye-brewing-co-caribou/5169294,5.5,N/A,3.71,315,12/20/22,"A legújabb kollab sörünk a Pierre Rouccou-val és David Beaudin-nal készült. Egy American Pale Ale lett, mi pedig egyhangúan megszavaztuk, hogy pont olyan, amilyennek lennie kell. "
12,4754093,SIMA brewing,Fekete Kincs Pale Ale,Pale Ale - American,https://untappd.com/b/sima-brewing-fekete-kincs-pale-ale/4754093,5.4,N/A,3.68,611,03/15/22,"A Tisza-tó szerelmeseiként nagy örömünkre szolgál, hogy elsőként mi dolgozhatunk sulyommal sörben. Az Egy csepp Tisza-tóval együttműködve elhoztuk nektek a Fekete Kincs sorozat legújabb tagját, ami ezúttal egy aranyló, karakteres, krémes Pale Ale-ben csillantja meg a sulyom édeskés, fűszeres ízjegyeit. A sulyom egy egyedülálló, Európában ritka, itthon korlátozott mennyiségben elérhető, védett vízinövény, gesztenyés, mandulás, szegfűszeges, diós ízjegyekkel. --As lovers of Lake Tisza, we are very pleased to be the first brewery to infuse water caltrop with beer. In collaboration with Egy csepp Tisza-tó, we have brought you the newest member of the Fekete Kincs series, this time in a golden, characteristic, creamy Pale Ale that sparkles the sweet, spicy flavors of water caltrop. Water caltrop or water chestnut is unique and rare in Europe, available only in limited quantities. Its taste resembles chestnut, almond, clove, walnut flavors. "
